Unnamed: 0	IP匿名度	代理IP	代理位置	代理协议	响应速度	存活时间	打分	最后验证时间
20	高匿代理服务	70.183.218.36:55842	中国 浙江 宁波 移动	HTTP,HTTPS代理	5.86	178天 12小时 35分钟 34秒	2354	2019年5月28日 01:07
21	高匿代理服务	185.18.64.106:53281	中国 辽宁 沈阳 教育网	HTTP,HTTPS代理	6.68	178天 12小时 54分钟 14秒	49944	2019年5月28日 01:07
22	高匿代理服务	117.191.11.77:8080	中国 新疆 喀什 移动	HTTP代理	4.87	192天 4小时 20分钟 34秒	111046	2019年5月28日 01:07
23	高匿代理服务	183.195.145.174:53281	中国 上海 上海 移动	HTTP,HTTPS代理	5.31	178天 12小时 49分钟 19秒	31186	2019年5月28日 01:07
24	高匿代理服务	124.41.211.177:37637	中国 湖北 孝感 联通	HTTP,HTTPS代理	2.16	12天 3小时 46分钟 37秒	3765	2019年5月28日 01:07
25	高匿代理服务	45.248.138.150:8080	中国 河南 洛阳 电联	HTTP代理	1.91	79天 2小时 56分钟 4秒	9839	2019年5月28日 01:07
26	高匿代理服务	110.235.246.26:41938	中国 云南 红河 电信	HTTP,HTTPS代理	5.43	23天 14小时 31分钟 1秒	2703	2019年5月28日 01:07
27	高匿代理服务	181.48.83.18:3128	中国 山东 潍坊 电信	HTTP,HTTPS代理	5.33	2天 17小时 30分钟 53秒	399	2019年5月28日 01:07
28	高匿代理服务	183.88.78.198:8080	中国 河北 唐山 联通	HTTP,HTTPS代理	2.46	2天 1小时 10分钟 39秒	1415	2019年5月28日 01:07
29	高匿代理服务	195.138.92.152:35245	中国 山东 青岛 阿里云	HTTPS代理	5.6	178天 12小时 55分钟 57秒	50291	2019年5月28日 01:07
30	高匿代理服务	103.56.232.130:31816	中国 四川 自贡 联通	HTTP,HTTPS代理	4.64	178天 12小时 56分钟 17秒	42881	2019年5月28日 01:07
31	高匿代理服务	223.165.1.170:32510	中国 山东 泰安 电信	HTTP,HTTPS代理	4.35	14天 8小时 46分钟 41秒	3576	2019年5月28日 01:07
32	高匿代理服务	103.242.15.86:42862	中国 河南 濮阳 联通	HTTP,HTTPS代理	4.16	153天 5小时 25分钟 40秒	47502	2019年5月28日 01:07
33	高匿代理服务	218.28.238.165:3128	中国 河南 郑州 联通	HTTP,HTTPS代理	4.72	28天 6小时 28分钟 17秒	13085	2019年5月28日 01:07
34	高匿代理服务	118.175.93.86:46132	中国 北京 北京	HTTP,HTTPS代理	5.59	85天 9小时 0分钟 13秒	14545	2019年5月28日 01:07
35	高匿代理服务	134.119.205.249:8080	中国 广西 贺州 电信	HTTP,HTTPS代理	1.09	124天 3小时 21分钟 2秒	54729	2019年5月28日 01:07
36	高匿代理服务	185.82.212.95:8080	中国 台湾  GoogleCloud	HTTP,HTTPS代理	5.41	28天 0小时 53分钟 43秒	10065	2019年5月28日 01:07
37	高匿代理服务	197.81.195.28:3128	中国 广东 珠海 电信	HTTP,HTTPS代理	3.29	209天 2小时 44分钟 40秒	176622	2019年5月28日 01:07
38	高匿代理服务	74.15.191.160:41564	中国 江苏 南京 电信	HTTP,HTTPS代理	3.91	178天 12小时 52分钟 47秒	58009	2019年5月28日 01:07
39	高匿代理服务	187.4.249.6:80	中国 湖南  移动	HTTP,HTTPS代理	4.71	45天 23小时 11分钟 21秒	10301	2019年5月28日 01:07
40	高匿代理服务	151.106.8.232:1080	中国 吉林 白山 联通	HTTP,HTTPS代理	1.13	69天 0小时 40分钟 57秒	24061	2019年5月28日 01:07
41	高匿代理服务	103.239.54.3:39383	中国 山东 滨州 联通	HTTP,HTTPS代理	5.83	9天 8小时 13分钟 8秒	1439	2019年5月28日 01:07
42	高匿代理服务	13.229.66.154:80	中国 河南 郑州 联通	HTTP代理	5.18	89天 2小时 45分钟 23秒	10873	2019年5月28日 01:07
43	高匿代理服务	146.196.108.206:8080	中国 江苏 镇江 电信	HTTP,HTTPS代理	5.76	10天 7小时 21分钟 15秒	636	2019年5月28日 01:07
44	高匿代理服务	186.56.99.103:33383	中国 浙江 宁波 移动	HTTP代理	6.8	9天 7小时 31分钟 39秒	1615	2019年5月28日 01:07
45	高匿代理服务	91.197.190.130:8080	中国 四川 自贡 电信	HTTP代理	4.71	179天 8小时 55分钟 49秒	39086	2019年5月28日 01:07
46	高匿代理服务	193.68.135.125:59278	中国 辽宁 鞍山 电信	HTTP,HTTPS代理	5.46	122天 16小时 26分钟 44秒	28469	2019年5月28日 01:07
47	高匿代理服务	195.26.187.154:80	中国 河北 石家庄 移动	HTTP代理	4.77	8天 17小时 58分钟 59秒	260	2019年5月28日 01:07
48	高匿代理服务	14.207.72.90:8080	中国 陕西 汉中 电信	HTTP,HTTPS代理	2.0	18小时 59分钟 59秒	542	2019年5月28日 01:07
49	高匿代理服务	176.105.199.19:52024	中国 江苏 连云港 联通	HTTPS代理	5.2	227天 21小时 23分钟 14秒	282186	2019年5月28日 01:07
0	高匿代理服务	1.20.103.171:8080	中国 北京 北京 腾讯云/国际节点	HTTP,HTTPS代理	3.8	4天 5小时 48分钟 40秒	2318	2019年5月28日 01:07
1	高匿代理服务	181.115.168.69:49076	中国 河北 秦皇岛 移动	HTTP,HTTPS代理	3.61	117天 20小时 16分钟 35秒	21084	2019年5月28日 01:07
2	高匿代理服务	171.100.204.102:8080	中国 黑龙江 哈尔滨 电信	HTTP,HTTPS代理	6.84	93天 10小时 27分钟 26秒	21270	2019年5月28日 01:07
3	高匿代理服务	14.207.127.162:8080	中国 北京 北京 铁通	HTTP,HTTPS代理	1.78	1天 10小时 49分钟 44秒	990	2019年5月28日 01:07
4	高匿代理服务	181.112.42.38:38264	中国 辽宁 盘锦 电信	HTTP代理	4.35	178天 12小时 55分钟 57秒	45567	2019年5月28日 01:07
5	高匿代理服务	173.165.143.157:60920	中国 山东 聊城 电信	HTTP代理	3.81	25天 11小时 35分钟 6秒	4608	2019年5月28日 01:07
6	高匿代理服务	119.82.253.165:59778	中国 云南 玉溪 电信	HTTP代理	2.83	25天 9小时 59分钟 37秒	4816	2019年5月28日 01:07
7	高匿代理服务	2.87.232.34:53281	中国 河南 郑州 景安网络	HTTP代理	0.99	18天 23小时 56分钟 41秒	5133	2019年5月28日 01:07
8	高匿代理服务	176.98.76.203:35923	中国 福建 三明 联通	HTTP代理	4.65	15天 8小时 55分钟 33秒	3574	2019年5月28日 01:07
9	高匿代理服务	27.96.84.22:53096	中国 香港  中移国际	HTTP代理	5.14	14天 8小时 21分钟 24秒	2052	2019年5月28日 01:07
10	高匿代理服务	176.113.127.10:49104	中国 甘肃 白银 电信	HTTP代理	4.75	9天 18小时 0分钟 34秒	3316	2019年5月28日 01:07
11	高匿代理服务	34.195.216.180:80	中国 台湾  臣翊网络	HTTP代理	4.21	9天 16小时 53分钟 35秒	1742	2019年5月28日 01:07
12	高匿代理服务	50.224.151.234:31196	中国 吉林 四平 联通	HTTP代理	2.96	8天 22小时 8分钟 28秒	3517	2019年5月28日 01:07
13	高匿代理服务	176.60.208.30:55379	中国 河南 新乡 联通	HTTP代理	5.11	8天 17小时 51分钟 40秒	2590	2019年5月28日 01:07
14	高匿代理服务	103.38.5.65:49356	中国 吉林 通化 联通	HTTP代理	4.58	8天 10小时 44分钟 29秒	3220	2019年5月28日 01:07
15	高匿代理服务	5.140.233.249:42309	中国 四川 乐山 电信	HTTP代理	5.88	8天 9小时 10分钟 12秒	2277	2019年5月28日 01:07
16	高匿代理服务	156.239.12.214:6604	中国 山东 青岛 联通	HTTP代理	3.09	1天 10小时 16分钟 58秒	577	2019年5月28日 01:07
17	高匿代理服务	156.239.12.129:6604	中国 新疆 伊犁 移动	HTTP代理	2.61	1天 6小时 32分钟 33秒	561	2019年5月28日 01:07
18	高匿代理服务	58.244.193.6:8080	中国 吉林 辽源 联通	HTTP代理	0.63	1天 2小时 2分钟 17秒	732	2019年5月28日 01:07
19	高匿代理服务	180.252.63.167:80	中国 台湾  學術網路	HTTP代理	0.92	22小时 21分钟 21秒	672	2019年5月28日 01:07
20	高匿代理服务	101.109.60.82:8080	中国 贵州 贵阳 铁通	HTTP代理	2.31	20小时 7分钟 14秒	379	2019年5月28日 01:07
21	高匿代理服务	180.253.252.198:53281	中国 广西 柳州 联通	HTTP代理	4.28	12小时 49分钟 24秒	275	2019年5月28日 01:07
22	高匿代理服务	180.252.8.8:80	中国 广东 佛山 电信	HTTP代理	1.15	7小时 26分钟 52秒	222	2019年5月28日 01:07
23	高匿代理服务	3.82.189.244:3128	中国 北京 北京 Amazon	HTTP代理	5.16	6小时 29分钟 16秒	147	2019年5月28日 01:07
24	高匿代理服务	150.107.205.230:8181	中国 山西 运城 电信	HTTP代理	1.15	5小时 46分钟 43秒	166	2019年5月28日 01:07
25	高匿代理服务	190.2.8.193:8080	中国 北京 北京 网宿科技/BGP多线	HTTPS代理	5.49	178天 4小时 52分钟 33秒	33435	2019年5月28日 01:07
26	高匿代理服务	62.148.67.110:81	中国 江西 宜春 电信	HTTPS代理	4.73	163天 0小时 21分钟 21秒	52302	2019年5月28日 01:07
27	高匿代理服务	94.16.120.18:5555	中国 四川 内江 电信	HTTPS代理	5.37	192天 13小时 12分钟 36秒	110721	2019年5月28日 01:07
28	高匿代理服务	117.2.125.41:9090	中国 江苏 南通 联通	HTTPS代理	4.43	178天 14小时 19分钟 50秒	19003	2019年5月28日 01:07
29	高匿代理服务	184.183.3.211:8080	中国 安徽 阜阳 电信	HTTPS代理	4.04	178天 12小时 53分钟 48秒	37136	2019年5月28日 01:07
30	高匿代理服务	89.250.19.173:8080	中国 北京 北京 BGP多线	HTTPS代理	6.91	178天 12小时 52分钟 44秒	48887	2019年5月28日 01:07
31	高匿代理服务	176.196.246.6:53281	中国 江西 萍乡 电信	HTTPS代理	3.67	178天 12小时 51分钟 54秒	53783	2019年5月28日 01:07
32	高匿代理服务	193.95.228.13:53281	中国 广西 钦州 联通	HTTPS代理	5.49	178天 12小时 42分钟 52秒	42719	2019年5月28日 01:07
33	高匿代理服务	159.224.226.164:33803	中国 香港  中移国际	HTTPS代理	4.71	154天 15小时 24分钟 29秒	53169	2019年5月28日 01:07
34	高匿代理服务	195.55.108.26:3128	中国 山西 长治 联通	HTTPS代理	4.85	178天 12小时 56分钟 9秒	65164	2019年5月28日 01:07
35	高匿代理服务	119.82.253.94:57259	中国 甘肃 兰州 教育网	HTTPS代理	5.03	178天 12小时 55分钟 59秒	57200	2019年5月28日 01:07
36	高匿代理服务	125.65.79.60:3311	中国 四川 绵阳 电信	HTTPS代理	1.65	178天 12小时 55分钟 36秒	95683	2019年5月28日 01:07
37	高匿代理服务	76.76.76.154:53281	中国 贵州 黔西南 联通	HTTPS代理	4.57	178天 12小时 55分钟 19秒	37408	2019年5月28日 01:07
38	高匿代理服务	43.250.126.1:9001	中国 福建 宁德 联通	HTTPS代理	6.39	178天 12小时 55分钟 12秒	60025	2019年5月28日 01:07
39	高匿代理服务	122.248.45.35:53281	中国 河南 鹤壁 电信	HTTPS代理	5.31	178天 12小时 54分钟 8秒	44950	2019年5月28日 01:07
40	高匿代理服务	117.54.13.174:34190	中国 河北 张家口 电信	HTTPS代理	5.77	178天 12小时 53分钟 18秒	64646	2019年5月28日 01:07
41	高匿代理服务	200.66.94.148:8080	中国 四川 广元 移动	HTTPS代理	4.67	178天 12小时 49分钟 30秒	32881	2019年5月28日 01:07
42	高匿代理服务	124.12.210.183:80	中国 台湾  台灣固網	HTTPS代理	1.35	168天 6小时 30分钟 30秒	56	2019年5月28日 01:07
43	高匿代理服务	185.128.104.117:8080	中国 湖南 长沙 联通	HTTPS代理	2.95	163天 0小时 21分钟 20秒	71841	2019年5月28日 01:07
44	高匿代理服务	200.70.46.238:3128	中国 山西 太原 联通	HTTPS代理	4.1	163天 0小时 21分钟 16秒	59836	2019年5月28日 01:07
45	高匿代理服务	185.128.104.89:8080	中国 浙江 宁波 电信	HTTPS代理	4.75	163天 0小时 21分钟 14秒	72382	2019年5月28日 01:07
46	高匿代理服务	103.70.204.65:46351	中国 新疆 石河子 电信	HTTPS代理	4.23	139天 21小时 24分钟 57秒	26186	2019年5月28日 01:07
47	高匿代理服务	14.20.235.45:9797	中国 广东 中山 电信	HTTPS代理	3.43	99天 8小时 2分钟 56秒	1335	2019年5月28日 01:07
48	高匿代理服务	124.11.209.176:80	中国 台湾 桃园	HTTPS代理	1.23	90天 16小时 35分钟 2秒	1549	2019年5月28日 01:07
49	高匿代理服务	165.227.71.60:80	中国 澳门 澳门半岛 澳門電訊	HTTP代理	5.33	136天 22小时 26分钟 30秒	19887	2019年5月28日 01:07
0	高匿代理服务	176.31.69.176:1080	中国 山西 临汾 联通	HTTP代理	3.93	131天 11小时 26分钟 56秒	30303	2019年5月28日 01:07
1	高匿代理服务	176.31.69.178:1080	中国 黑龙江 哈尔滨 龙江网络	HTTP代理	4.32	131天 11小时 8分钟 46秒	30560	2019年5月28日 01:07
2	高匿代理服务	176.31.69.180:1080	中国 香港  穩景網絡	HTTP代理	3.78	131天 11小时 8分钟 45秒	31451	2019年5月28日 01:07
3	高匿代理服务	118.185.94.157:30909	中国 山东 日照 电信	HTTP代理	3.03	126天 23小时 0分钟 15秒	27195	2019年5月28日 01:07
4	高匿代理服务	134.119.207.10:8080	中国 江苏 镇江 电信	HTTP代理	3.81	124天 2小时 58分钟 10秒	67576	2019年5月28日 01:07
5	高匿代理服务	134.119.205.163:8080	中国 上海 上海 腾讯云	HTTP代理	3.75	124天 2小时 25分钟 55秒	70096	2019年5月28日 01:07
6	高匿代理服务	95.79.57.206:53281	中国 广东 揭阳 电信	HTTP代理	4.82	123天 12小时 41分钟 7秒	57413	2019年5月28日 01:07
7	高匿代理服务	46.146.213.163:42029	中国 湖南 怀化 电信	HTTP代理	5.28	116天 14小时 0分钟 6秒	4918	2019年5月28日 01:07
8	高匿代理服务	1.20.100.133:46755	中国 辽宁 沈阳 教育网	HTTP代理	2.66	116天 6小时 16分钟 43秒	34888	2019年5月28日 01:07
9	高匿代理服务	103.42.213.177:8080	中国 香港	HTTP代理	0.51	114天 14小时 41分钟 28秒	24468	2019年5月28日 01:07
10	高匿代理服务	162.211.126.220:443	中国 广东 肇庆 联通	HTTP代理	4.51	110天 23小时 10分钟 9秒	74436	2019年5月28日 01:07
11	高匿代理服务	212.210.138.140:53281	中国 安徽 马鞍山 联通	HTTP代理	6.08	109天 12小时 51分钟 53秒	37482	2019年5月28日 01:07
12	高匿代理服务	89.189.156.190:53281	中国 陕西 西安 教育网	HTTP代理	6.06	109天 4小时 27分钟 39秒	25841	2019年5月28日 01:07
13	高匿代理服务	187.190.237.85:32509	中国 河南 焦作 移动	HTTP代理	3.14	106天 7小时 4分钟 47秒	20215	2019年5月28日 01:07
14	高匿代理服务	35.202.91.97:80	中国 海南 五指山 电信	HTTP代理	6.86	106天 0小时 25分钟 30秒	15797	2019年5月28日 01:07
15	高匿代理服务	91.186.98.87:53281	中国 安徽 六安 移动	HTTP代理	1.83	101天 2小时 49分钟 58秒	21533	2019年5月28日 01:07
16	高匿代理服务	122.154.97.188:8080	中国 内蒙古 呼伦贝尔 电信	HTTP代理	3.68	99天 12小时 38分钟 0秒	23161	2019年5月28日 01:07
17	高匿代理服务	125.62.214.201:56865	中国 广西 南宁 移动	HTTP代理	3.81	98天 16小时 41分钟 53秒	15431	2019年5月28日 01:07
18	高匿代理服务	103.216.50.157:8080	中国 江西 鹰潭 移动	HTTP代理	4.69	96天 22小时 59分钟 21秒	27712	2019年5月28日 01:07
19	高匿代理服务	195.182.22.92:49455	中国 甘肃 兰州 科技网	HTTP代理	2.34	93天 16小时 27分钟 54秒	15049	2019年5月28日 01:07
20	高匿代理服务	103.239.54.177:53516	中国 河北 廊坊 电信	HTTP代理	6.49	91天 15小时 41分钟 43秒	21257	2019年5月28日 01:07
21	高匿代理服务	62.122.201.241:46176	中国 台湾  谷歌	HTTP代理	2.63	91天 15小时 41分钟 42秒	17041	2019年5月28日 01:07
22	高匿代理服务	101.109.83.200:45684	中国 云南 保山 电信	HTTP代理	3.45	91天 7小时 20分钟 16秒	14500	2019年5月28日 01:07
23	高匿代理服务	202.166.207.218:56576	中国 湖北 荆门 铁通	HTTP代理	4.63	90天 2小时 57分钟 53秒	13418	2019年5月28日 01:07
24	高匿代理服务	59.49.72.137:80	中国 山西 太原 电信	HTTP代理	0.49	82天 16小时 24分钟 48秒	36892	2019年5月28日 01:07
25	高匿代理服务	104.152.45.46:80	中国 广东 广州 UCloud云计算	HTTP代理	0.5	74天 0小时 28分钟 37秒	19402	2019年5月28日 01:07
26	高匿代理服务	195.69.218.198:53496	中国 安徽 淮北 电信	HTTP代理	6.81	74天 6小时 8分钟 53秒	12971	2019年5月28日 01:07
27	高匿代理服务	181.211.167.206:37873	中国 香港  Zenlayer	HTTP代理	3.96	80天 7小时 0分钟 43秒	10356	2019年5月28日 01:07
28	高匿代理服务	1.20.102.167:30163	中国 贵州 遵义 移动	HTTP代理	2.15	86天 22小时 42分钟 6秒	18254	2019年5月28日 01:07
29	高匿代理服务	144.217.229.155:1080	中国 台湾 台东 中華電信	HTTP代理	4.69	68天 12小时 27分钟 32秒	23097	2019年5月28日 01:07
30	高匿代理服务	198.50.172.163:1080	中国 台湾 台南 中華電信	HTTP代理	2.07	69天 1小时 14分钟 30秒	22021	2019年5月28日 01:07
31	高匿代理服务	188.43.20.177:3128	中国 江苏 南通 联通	HTTP代理	3.59	73天 18小时 42分钟 50秒	20138	2019年5月28日 01:07
32	高匿代理服务	192.99.191.239:1080	中国 浙江 宁波 电信	HTTP代理	3.1	68天 6小时 42分钟 0秒	23044	2019年5月28日 01:07
33	高匿代理服务	103.192.168.101:23500	中国 福建 龙岩 电信	HTTP代理	5.07	67天 9小时 17分钟 47秒	3611	2019年5月28日 01:07
34	高匿代理服务	158.69.138.12:1080	中国 河南 洛阳 联通	HTTP代理	6.03	68天 1小时 59分钟 17秒	23326	2019年5月28日 01:07
35	高匿代理服务	198.50.172.166:1080	中国 台湾  臣翊网络	HTTP代理	4.13	68天 2小时 28分钟 27秒	22344	2019年5月28日 01:07
36	高匿代理服务	96.9.86.170:23500	中国 山东 枣庄 电信	HTTP代理	4.18	72天 22小时 19分钟 42秒	9724	2019年5月28日 01:07
37	高匿代理服务	109.87.165.132:32247	中国 河南 周口 移动	HTTP代理	5.9	67天 3小时 9分钟 6秒	14554	2019年5月28日 01:07
38	高匿代理服务	31.170.61.161:80	中国 北京 北京 科技网/联通/电信	HTTP代理	0.67	66天 17小时 59分钟 9秒	18885	2019年5月28日 01:07
39	高匿代理服务	113.130.126.212:57069	中国 上海 上海 科技网	HTTP代理	5.24	66天 9小时 31分钟 38秒	11727	2019年5月28日 01:07
40	高匿代理服务	103.47.159.172:80	中国 福建 福州 移动	HTTP代理	4.44	65天 1小时 11分钟 40秒	8534	2019年5月28日 01:07
41	高匿代理服务	158.69.104.195:1080	中国 湖北 襄阳 电信	HTTP代理	1.39	64天 20小时 47分钟 13秒	21359	2019年5月28日 01:07
42	高匿代理服务	111.198.104.169:808	中国 北京 北京 联通	HTTP代理	2.36	53天 5小时 29分钟 15秒	15043	2019年5月28日 01:07
43	高匿代理服务	104.152.45.45:80	中国 吉林 通化 联通	HTTP代理	0.57	51天 20小时 14分钟 37秒	12816	2019年5月28日 01:07
44	高匿代理服务	120.210.219.101:80	中国 安徽 合肥 移动	HTTP代理	0.06	51天 8小时 43分钟 58秒	21177	2019年5月28日 01:07
45	高匿代理服务	178.22.124.210:80	中国 福建 南平 电信	HTTP代理	1.93	49天 12小时 47分钟 48秒	3579	2019年5月28日 01:07
46	高匿代理服务	151.106.10.99:1080	中国 广东 阳江 移动	HTTP代理	6.17	49天 12小时 44分钟 57秒	6789	2019年5月28日 01:07
47	高匿代理服务	35.236.26.70:80	中国 广东 深圳 鹏博士	HTTP代理	2.08	48天 5小时 0分钟 29秒	3873	2019年5月28日 01:07
48	高匿代理服务	119.191.79.46:80	中国 山东 潍坊 联通	HTTP代理	0.52	46天 0小时 0分钟 45秒	13929	2019年5月28日 01:07
49	高匿代理服务	217.182.51.231:1080	中国 河南 洛阳 电联	HTTP代理	3.63	35天 21小时 59分钟 55秒	13521	2019年5月28日 01:07
0	高匿代理服务	115.42.33.50:80	中国 广东 汕尾 联通	HTTP代理	4.52	76天 7小时 14分钟 59秒	146	2019年5月28日 01:06
1	高匿代理服务	83.168.86.169:8090	中国 北京 北京 蓝汛通信/联通/电信/移动	HTTP代理	4.61	107天 19小时 32分钟 4秒	23379	2019年5月28日 01:06
2	高匿代理服务	151.106.10.98:1080	中国 河南 濮阳 电信	HTTP代理	3.78	67天 12小时 30分钟 47秒	12270	2019年5月28日 01:06
3	高匿代理服务	200.69.66.46:9991	中国 西藏 拉萨 电信	HTTP代理	6.53	17天 0小时 55分钟 29秒	3777	2019年5月28日 01:06
4	高匿代理服务	203.188.248.52:23500	中国 台湾 屏东 中華電信	HTTP代理	3.31	178天 12小时 53分钟 31秒	47480	2019年5月28日 01:06
5	高匿代理服务	156.239.12.72:6604	中国 江苏 宿迁 电信	HTTP代理	5.76	22小时 23分钟 38秒	276	2019年5月28日 01:06
6	高匿代理服务	96.87.184.101:43705	中国 安徽 铜陵 铁通	HTTP代理	4.41	146天 18小时 39分钟 59秒	34402	2019年5月28日 01:06
